restaurant_id,restaurant_name,zone,cuisine_type,avg_prep_time_mins,rating,is_premium,lat,lng
REST_0307,Urban Bowl 307,HSR Layout,Thai,29,3.1,0,13.039315,77.562897
REST_0308,Hungry Express 308,Jayanagar,Desserts,10,3.6,0,12.984594,77.613339
REST_0309,Tasty Palace 309,Rajajinagar,Desserts,32,4.5,1,13.003397,77.515686
REST_0310,Royal Bites 310,Malleshwaram,Desserts,15,4.7,0,13.015351,77.690972
REST_0311,Desi Kitchen 311,Rajajinagar,Fast Food,33,5.0,0,12.953372,77.688229
REST_0312,Golden Dhaba 312,Hebbal,Desserts,10,4.5,0,12.936967,77.514701
REST_0313,Golden Cafe 313,Yelahanka,Chinese,31,3.8,0,12.954105,77.518304
REST_0314,Quick Palace 314,Banashankari,Fast Food,11,3.3,0,12.928109,77.589769
REST_0315,Tasty Cafe 315,Basavanagudi,South Indian,8,3.2,0,12.983133,77.619385
REST_0316,Green Kitchen 316,JP Nagar,Fast Food,21,3.8,0,12.912705,77.680227
REST_0317,Hungry Bowl 317,BTM Layout,Chinese,29,3.8,0,12.920826,77.560226
REST_0318,Golden Bites 318,Sarjapur Road,Chinese,21,3.6,0,12.944963,77.656533
REST_0319,Urban Corner 319,Malleshwaram,Continental,27,4.2,0,12.968679,77.527098
REST_0320,Green Palace 320,Koramangala,Thai,20,4.6,0,12.95021,77.663095
REST_0321,Golden Hub 321,Brigade Road,Biryani,27,4.9,0,12.947127,77.692915
REST_0322,Urban Grill 322,JP Nagar,Thai,33,3.5,0,12.956408,77.663299
REST_0323,Desi Bites 323,Rajajinagar,Thai,14,4.2,0,12.981844,77.636343
REST_0324,Royal Grill 324,Basavanagudi,Italian,22,4.6,1,12.910374,77.669558
REST_0325,Quick Express 325,Hebbal,Fast Food,15,3.5,0,12.923121,77.584626
REST_0326,Spice Grill 326,Rajajinagar,Thai,23,4.2,0,12.980155,77.684699
REST_0327,Tasty Kitchen 327,Hebbal,Biryani,30,4.8,1,12.995727,77.516996
REST_0328,Desi Express 328,BTM Layout,Thai,9,4.1,0,12.996755,77.629349
REST_0329,Green Bites 329,JP Nagar,North Indian,11,3.5,0,12.976601,77.60376
REST_0330,Hungry Corner 330,MG Road,Continental,19,3.8,0,13.015851,77.617718
REST_0331,Golden Palace 331,Bommanahalli,North Indian,23,3.2,0,12.962396,77.692346
REST_0332,Golden Palace 332,Whitefield,Fast Food,18,3.9,0,12.93103,77.596585
REST_0333,Spice Grill 333,Sarjapur Road,Continental,18,3.1,0,12.906702,77.642156
REST_0334,Desi Bites 334,Koramangala,Chinese,31,3.5,0,12.926168,77.532027
REST_0335,Green Grill 335,Basavanagudi,Italian,33,3.8,0,12.927668,77.628096
REST_0336,Green Kitchen 336,Hebbal,Thai,14,3.9,0,12.964433,77.50089
REST_0337,Fresh Hub 337,Jayanagar,South Indian,26,3.2,0,13.030797,77.537392
REST_0338,Fresh Grill 338,JP Nagar,South Indian,16,4.3,0,12.973423,77.693183
REST_0339,Hungry Cafe 339,JP Nagar,Thai,20,4.2,0,12.952189,77.669104
REST_0340,Golden Hub 340,Brigade Road,Thai,26,3.2,0,12.920092,77.523572
REST_0341,Spice Express 341,Banashankari,Biryani,30,3.3,0,12.958269,77.619285
REST_0342,Green Cafe 342,MG Road,Chinese,23,4.3,0,13.004015,77.629052
REST_0343,Tasty Express 343,Marathahalli,Continental,17,3.3,0,12.947187,77.5902
REST_0344,Desi Kitchen 344,Indiranagar,Continental,12,3.4,0,12.957592,77.612316
REST_0345,Green Grill 345,Sarjapur Road,Desserts,30,4.7,0,12.912401,77.506172
REST_0346,Urban Kitchen 346,BTM Layout,Fast Food,15,4.1,0,12.925231,77.591464
REST_0347,Tasty Bowl 347,Sarjapur Road,South Indian,26,3.2,0,13.016267,77.664657
REST_0348,Tasty Kitchen 348,Malleshwaram,Continental,25,3.4,0,12.963773,77.647198
REST_0349,Urban Kitchen 349,BTM Layout,Continental,16,3.7,0,13.022509,77.587814
REST_0350,Fresh Corner 350,Whitefield,Thai,30,3.7,0,13.006613,77.626554
REST_0351,Hungry Express 351,Marathahalli,Italian,34,3.4,0,12.908904,77.570163
REST_0352,Hungry Bowl 352,Yelahanka,Chinese,18,5.0,0,12.98591,77.690479
REST_0353,Spice Express 353,Bommanahalli,Desserts,9,5.0,1,12.919033,77.673216
REST_0354,Golden Palace 354,BTM Layout,Italian,32,4.7,0,12.921326,77.62648
REST_0355,Green Grill 355,Hebbal,South Indian,28,4.6,1,12.960428,77.64996
REST_0356,Quick Grill 356,Malleshwaram,Biryani,26,3.0,0,13.01612,77.646545
REST_0357,Desi Bites 357,Bellandur,Street Food,20,3.4,0,12.964446,77.54237
REST_0358,Desi Hub 358,Yelahanka,Biryani,25,4.2,0,12.984921,77.597068
REST_0359,Royal Kitchen 359,JP Nagar,South Indian,28,4.6,0,12.918636,77.67153
REST_0360,Quick Kitchen 360,Bellandur,Desserts,14,5.0,1,13.032322,77.560373
REST_0361,Spice Palace 361,Yelahanka,Fast Food,10,3.7,0,13.03557,77.533105
REST_0362,Urban Corner 362,Rajajinagar,Desserts,28,3.2,0,12.914278,77.542684
REST_0363,Golden Dhaba 363,HSR Layout,Italian,24,4.4,0,12.901393,77.639119
REST_0364,Green Express 364,Whitefield,Continental,10,3.5,0,12.9134,77.661191
REST_0365,Desi Palace 365,Whitefield,Fast Food,12,3.8,0,13.022005,77.674899
REST_0366,Spice Bowl 366,Electronic City,Thai,8,4.2,0,12.924617,77.570238
REST_0367,Golden Cafe 367,Jayanagar,Thai,29,3.9,0,12.932587,77.679319
REST_0368,Spice Dhaba 368,Electronic City,Desserts,19,4.9,0,12.920975,77.555394
REST_0369,Fresh Bowl 369,HSR Layout,Thai,27,4.4,0,12.942738,77.688256
REST_0370,Urban Corner 370,Koramangala,Street Food,27,4.0,0,13.012177,77.559108
REST_0371,Fresh Grill 371,Indiranagar,Desserts,11,3.5,0,12.995712,77.514202
REST_0372,Desi Palace 372,Koramangala,Chinese,20,4.7,1,12.954812,77.636588
REST_0373,Spice Kitchen 373,Sarjapur Road,Thai,10,3.0,0,12.932361,77.684516
REST_0374,Tasty Hub 374,Rajajinagar,Street Food,32,3.8,0,13.005272,77.516486
REST_0375,Tasty Dhaba 375,Basavanagudi,Chinese,16,3.2,0,12.911853,77.684185
REST_0376,Tasty Palace 376,Electronic City,Desserts,26,4.3,0,13.025179,77.636211
REST_0377,Urban Cafe 377,HSR Layout,Italian,9,3.5,0,13.038694,77.523197
REST_0378,Hungry Kitchen 378,Brigade Road,Fast Food,29,4.5,1,12.917916,77.64158
REST_0379,Golden Grill 379,Koramangala,Biryani,24,4.0,0,13.023376,77.551849
REST_0380,Golden Hub 380,Malleshwaram,South Indian,32,4.8,0,12.964399,77.604771
REST_0381,Hungry Bites 381,Yelahanka,Continental,22,4.0,0,12.908316,77.671872
REST_0382,Desi Express 382,Marathahalli,Fast Food,32,3.2,0,12.986087,77.644556
REST_0383,Tasty Kitchen 383,BTM Layout,North Indian,35,4.7,0,12.970765,77.576596
REST_0384,Golden Kitchen 384,Electronic City,Street Food,33,4.8,1,12.962905,77.56436
REST_0385,Desi Hub 385,Hebbal,South Indian,26,3.7,0,12.975306,77.680388
REST_0386,Fresh Bowl 386,Marathahalli,North Indian,20,3.1,0,12.969764,77.556461
REST_0387,Desi Bites 387,Banashankari,Street Food,22,3.0,0,12.930101,77.612761
REST_0388,Hungry Corner 388,Banashankari,Continental,19,4.2,0,12.974004,77.654523
REST_0389,Tasty Corner 389,Jayanagar,Chinese,8,4.9,0,12.981232,77.627188
REST_0390,Desi Kitchen 390,Koramangala,Desserts,35,4.5,0,12.930779,77.696623
REST_0391,Quick Kitchen 391,Hebbal,Chinese,30,3.6,0,12.906585,77.546295
REST_0392,Green Palace 392,Bommanahalli,Continental,31,3.2,0,12.914337,77.526703
REST_0393,Spice Dhaba 393,Rajajinagar,Thai,9,3.9,0,13.044633,77.547354
REST_0394,Desi Cafe 394,Yelahanka,Biryani,18,3.9,0,12.935042,77.688711
REST_0395,Hungry Bites 395,Electronic City,Chinese,11,3.3,0,12.969908,77.581303
REST_0396,Desi Corner 396,Basavanagudi,Continental,17,3.9,0,13.027872,77.518084
REST_0397,Hungry Kitchen 397,Banashankari,Italian,34,4.7,0,13.006674,77.69368
REST_0398,Tasty Kitchen 398,Rajajinagar,Fast Food,16,4.6,0,13.042814,77.67092
REST_0399,Tasty Corner 399,Basavanagudi,South Indian,22,3.2,0,13.019071,77.524291
REST_0400,Fresh Express 400,Indiranagar,Italian,34,3.8,0,13.002943,77.687515
REST_0401,Hungry Dhaba 401,HSR Layout,Fast Food,34,3.1,0,13.049574,77.53955
REST_0402,Golden Bites 402,Bellandur,Biryani,11,3.1,0,12.969149,77.533598
REST_0403,Green Cafe 403,MG Road,Continental,8,3.8,0,12.964,77.570789
REST_0404,Urban Hub 404,Marathahalli,Continental,12,3.1,0,12.992876,77.549157
REST_0405,Quick Cafe 405,Banashankari,Street Food,23,3.1,0,12.941966,77.527447
REST_0406,Tasty Corner 406,Jayanagar,Street Food,33,3.0,0,12.957375,77.642674
REST_0407,Tasty Grill 407,Sarjapur Road,Biryani,26,4.0,0,12.958257,77.535963
REST_0408,Hungry Corner 408,JP Nagar,North Indian,33,4.6,0,13.04873,77.605886
REST_0409,Fresh Express 409,MG Road,South Indian,15,4.3,0,12.939979,77.663257
REST_0410,Fresh Dhaba 410,Indiranagar,Desserts,19,4.9,1,12.926057,77.54731
REST_0411,Desi Dhaba 411,JP Nagar,North Indian,30,4.4,0,13.042134,77.612721
REST_0412,Fresh Grill 412,MG Road,Street Food,17,3.4,0,12.905695,77.511234
REST_0413,Fresh Kitchen 413,Brigade Road,Street Food,23,3.0,0,13.037684,77.540293
REST_0414,Desi Express 414,Electronic City,Biryani,9,3.0,0,12.987991,77.683445
REST_0415,Tasty Palace 415,Whitefield,South Indian,19,4.4,0,12.999321,77.617203
REST_0416,Urban Palace 416,JP Nagar,Chinese,13,4.5,0,12.99589,77.59744
REST_0417,Golden Bowl 417,JP Nagar,Thai,33,3.7,0,12.99983,77.662891
REST_0418,Urban Hub 418,Rajajinagar,Chinese,13,4.5,1,13.042305,77.57832
REST_0419,Royal Express 419,MG Road,Thai,18,4.8,1,12.933134,77.61311
REST_0420,Golden Palace 420,Sarjapur Road,South Indian,15,3.7,0,12.947928,77.627237
REST_0421,Desi Grill 421,HSR Layout,North Indian,16,3.4,0,13.003976,77.570096
REST_0422,Royal Kitchen 422,Whitefield,Desserts,22,4.5,1,13.032683,77.598616
REST_0423,Desi Bowl 423,Rajajinagar,Desserts,11,4.7,1,12.986708,77.651649
REST_0424,Golden Grill 424,BTM Layout,South Indian,33,4.7,0,12.947808,77.690332
REST_0425,Desi Express 425,HSR Layout,Desserts,13,4.5,1,13.034719,77.518621
REST_0426,Hungry Grill 426,Brigade Road,North Indian,21,4.9,0,13.033463,77.531421
REST_0427,Desi Corner 427,Whitefield,Italian,21,4.4,0,13.008306,77.645995
REST_0428,Urban Hub 428,Yelahanka,Italian,11,3.1,0,12.985765,77.667971
REST_0429,Royal Palace 429,Electronic City,North Indian,21,3.2,0,13.023585,77.625018
REST_0430,Fresh Bites 430,Sarjapur Road,North Indian,14,3.3,0,12.943772,77.516387
REST_0431,Urban Cafe 431,Whitefield,Continental,23,4.8,0,12.99628,77.577505
REST_0432,Green Palace 432,Malleshwaram,Chinese,22,3.1,0,12.965961,77.55268
REST_0433,Hungry Kitchen 433,Yelahanka,Chinese,32,4.4,0,12.914505,77.633628
REST_0434,Green Dhaba 434,Basavanagudi,Italian,25,3.1,0,12.958066,77.604516
REST_0435,Quick Dhaba 435,Basavanagudi,Italian,23,3.6,0,12.959221,77.670788
REST_0436,Tasty Dhaba 436,Indiranagar,Street Food,33,4.1,0,13.047413,77.52949
REST_0437,Golden Express 437,Bellandur,Italian,33,3.4,0,12.906401,77.515674
REST_0438,Fresh Express 438,Hebbal,Thai,16,3.6,0,13.009065,77.661469
REST_0439,Green Bowl 439,HSR Layout,Desserts,25,3.7,0,12.94143,77.591631
REST_0440,Hungry Dhaba 440,Koramangala,Street Food,33,3.8,0,12.962166,77.52964
REST_0441,Hungry Bites 441,MG Road,South Indian,26,4.6,1,13.030121,77.676027
REST_0442,Urban Cafe 442,Hebbal,Continental,26,4.2,0,12.90562,77.555083
REST_0443,Hungry Dhaba 443,Electronic City,Desserts,9,3.8,0,13.031844,77.638103
REST_0444,Quick Hub 444,Indiranagar,Biryani,8,3.7,0,13.019048,77.56219
REST_0445,Spice Corner 445,Sarjapur Road,Chinese,17,4.9,0,13.023873,77.553884
REST_0446,Hungry Bites 446,Hebbal,Italian,22,3.4,0,13.023595,77.648189
REST_0447,Desi Kitchen 447,Bommanahalli,Street Food,33,3.3,0,12.946668,77.601359
REST_0448,Tasty Dhaba 448,Electronic City,North Indian,13,3.4,0,13.024939,77.667395
REST_0449,Royal Grill 449,BTM Layout,North Indian,19,4.4,0,12.941097,77.664701
REST_0450,Green Bites 450,Bommanahalli,North Indian,15,3.7,0,12.989107,77.535517
REST_0451,Hungry Bowl 451,Sarjapur Road,Biryani,19,3.3,0,13.034174,77.649792
REST_0452,Urban Kitchen 452,HSR Layout,Desserts,9,3.3,0,12.985839,77.692984
REST_0453,Fresh Corner 453,BTM Layout,Fast Food,28,3.8,0,12.903008,77.656061
REST_0454,Quick Express 454,Koramangala,Chinese,27,4.6,0,12.991252,77.688601
REST_0455,Green Cafe 455,Yelahanka,Biryani,22,3.5,0,12.970005,77.635439
REST_0456,Green Dhaba 456,Brigade Road,South Indian,8,4.0,0,12.999353,77.668657
REST_0457,Tasty Dhaba 457,Malleshwaram,Thai,17,3.6,0,12.916216,77.512767
REST_0458,Desi Hub 458,Yelahanka,Fast Food,28,4.4,0,13.033856,77.559758
REST_0459,Tasty Corner 459,Electronic City,North Indian,33,4.7,1,12.960615,77.563917
REST_0460,Royal Grill 460,Electronic City,Fast Food,16,4.8,0,13.01051,77.616605
REST_0461,Fresh Palace 461,MG Road,Italian,29,4.1,0,13.017735,77.681305
REST_0462,Tasty Hub 462,Malleshwaram,Chinese,34,4.3,0,12.983737,77.558757
REST_0463,Golden Hub 463,Sarjapur Road,Street Food,32,4.8,1,13.034939,77.630887
REST_0464,Desi Corner 464,BTM Layout,Fast Food,21,4.6,0,12.939084,77.55881
REST_0465,Quick Kitchen 465,Whitefield,Thai,26,4.9,0,13.033414,77.600095
REST_0466,Tasty Hub 466,Rajajinagar,Desserts,9,4.7,0,13.048852,77.568534
REST_0467,Quick Express 467,MG Road,Biryani,35,4.4,0,13.016841,77.597516
REST_0468,Desi Kitchen 468,Marathahalli,North Indian,22,3.5,0,13.014179,77.533721
REST_0469,Quick Bites 469,Marathahalli,Chinese,27,3.9,0,12.964411,77.585805
REST_0470,Green Kitchen 470,Sarjapur Road,North Indian,25,3.4,0,12.955965,77.502815
REST_0471,Tasty Corner 471,JP Nagar,North Indian,29,3.0,0,13.01004,77.545253
REST_0472,Urban Express 472,Malleshwaram,South Indian,20,4.0,0,12.945917,77.513057
REST_0473,Urban Hub 473,Indiranagar,Continental,31,4.0,0,12.978618,77.586733
REST_0474,Desi Grill 474,Electronic City,Biryani,32,3.4,0,13.042213,77.683641
REST_0475,Royal Corner 475,Rajajinagar,Italian,31,5.0,0,12.903287,77.600927
REST_0476,Desi Kitchen 476,Whitefield,Desserts,28,3.5,0,12.98021,77.509717
REST_0477,Spice Kitchen 477,Indiranagar,North Indian,30,3.2,0,12.966647,77.524719
REST_0478,Quick Express 478,Yelahanka,Italian,30,4.4,0,12.901396,77.584174
REST_0479,Tasty Hub 479,Whitefield,Thai,27,4.4,0,12.962824,77.679724
REST_0480,Hungry Bites 480,Bommanahalli,Fast Food,11,4.6,0,12.99135,77.655592
REST_0481,Fresh Palace 481,Bommanahalli,Desserts,17,3.3,0,12.982221,77.682071
REST_0482,Desi Corner 482,Sarjapur Road,North Indian,8,4.3,0,13.036032,77.667046
REST_0483,Golden Bites 483,Sarjapur Road,Street Food,10,4.4,0,12.915194,77.551178
REST_0484,Quick Hub 484,BTM Layout,Fast Food,22,3.1,0,13.021977,77.674828
REST_0485,Desi Palace 485,Banashankari,Desserts,31,3.2,0,13.027687,77.678058
REST_0486,Golden Express 486,Koramangala,Biryani,19,4.8,1,12.940246,77.646614
REST_0487,Desi Express 487,Malleshwaram,South Indian,20,3.8,0,12.968481,77.667142
REST_0488,Green Express 488,Sarjapur Road,South Indian,12,4.4,0,12.908797,77.688493
REST_0489,Spice Cafe 489,Marathahalli,Thai,23,4.6,1,12.927189,77.57595
REST_0490,Hungry Kitchen 490,Malleshwaram,Chinese,23,4.8,0,12.961693,77.509194
REST_0491,Desi Kitchen 491,Yelahanka,Street Food,32,4.5,1,12.933598,77.691152
REST_0492,Tasty Bowl 492,JP Nagar,Thai,11,3.9,0,13.008998,77.596386
REST_0493,Golden Bowl 493,Rajajinagar,Thai,9,3.0,0,13.040156,77.601114
REST_0494,Quick Express 494,Sarjapur Road,South Indian,32,4.0,0,12.936134,77.694029
REST_0495,Tasty Corner 495,Indiranagar,Street Food,28,3.8,0,13.022565,77.515766
REST_0496,Hungry Grill 496,Bellandur,South Indian,35,4.0,0,12.947409,77.696134
REST_0497,Spice Cafe 497,Koramangala,Desserts,9,4.1,0,12.900025,77.518179
REST_0498,Hungry Hub 498,Brigade Road,Street Food,25,3.4,0,13.000721,77.690071
REST_0499,Royal Corner 499,Malleshwaram,Continental,18,4.1,0,12.992964,77.594627
REST_0500,Quick Bites 500,Malleshwaram,South Indian,32,4.3,0,12.90033,77.571028
REST_0501,Tasty Bowl 501,Banashankari,Biryani,30,3.2,0,13.034532,77.598484
REST_0502,Spice Hub 502,Hebbal,Thai,14,3.4,0,13.039532,77.578579
REST_0503,Fresh Palace 503,Bellandur,South Indian,32,3.8,0,13.038994,77.667493
REST_0504,Spice Grill 504,MG Road,Continental,29,4.2,0,12.97563,77.692771
REST_0505,Tasty Kitchen 505,Koramangala,Street Food,21,4.7,0,12.97625,77.684232
REST_0506,Hungry Express 506,Marathahalli,Chinese,11,3.8,0,12.990082,77.676539
REST_0507,Green Cafe 507,Bommanahalli,Thai,30,4.5,0,13.044539,77.694098
REST_0508,Golden Express 508,Bellandur,Desserts,27,4.4,0,13.012264,77.559783
REST_0509,Desi Bowl 509,Basavanagudi,Italian,14,3.4,0,13.007158,77.637322
REST_0510,Golden Bowl 510,Electronic City,Street Food,30,4.3,0,13.006553,77.652155
REST_0511,Quick Dhaba 511,Basavanagudi,Thai,29,4.4,0,13.001137,77.678773
REST_0512,Urban Cafe 512,Basavanagudi,North Indian,24,3.2,0,12.957131,77.510613
REST_0513,Fresh Hub 513,Indiranagar,Chinese,17,4.4,0,12.921964,77.512407
REST_0514,Fresh Bowl 514,Banashankari,North Indian,19,4.6,0,13.030205,77.647898
REST_0515,Tasty Cafe 515,BTM Layout,Italian,24,4.6,1,12.943146,77.632899
REST_0516,Green Cafe 516,Rajajinagar,Biryani,25,3.1,0,13.01155,77.540617
REST_0517,Fresh Palace 517,Bellandur,Thai,25,4.5,0,13.008737,77.5387
REST_0518,Golden Bites 518,Bellandur,Chinese,13,4.5,0,12.906095,77.555822
REST_0519,Golden Express 519,Yelahanka,Thai,35,3.5,0,12.949584,77.641938
REST_0520,Royal Express 520,Electronic City,Biryani,27,3.1,0,13.039857,77.623122
REST_0521,Quick Dhaba 521,Banashankari,Street Food,19,3.1,0,13.006152,77.605079
REST_0522,Tasty Bites 522,Marathahalli,Street Food,13,3.8,0,12.980555,77.518389
REST_0523,Fresh Palace 523,BTM Layout,Biryani,19,3.6,0,13.042546,77.623656
REST_0524,Tasty Kitchen 524,Sarjapur Road,South Indian,29,3.7,0,12.936052,77.628453
REST_0525,Fresh Kitchen 525,Brigade Road,Biryani,20,4.8,1,12.957881,77.608047
REST_0526,Royal Bowl 526,Banashankari,Biryani,24,4.6,0,12.906578,77.679656
REST_0527,Desi Bowl 527,Jayanagar,South Indian,11,3.3,0,13.043441,77.607595
REST_0528,Spice Corner 528,Koramangala,Italian,35,4.4,0,13.02535,77.541116
REST_0529,Spice Express 529,Hebbal,North Indian,22,4.4,0,12.905683,77.51465
REST_0530,Urban Bowl 530,Marathahalli,South Indian,26,4.6,1,12.961145,77.590225
REST_0531,Green Palace 531,Rajajinagar,North Indian,20,4.3,0,12.980225,77.628285
REST_0532,Spice Dhaba 532,Brigade Road,North Indian,30,4.7,0,12.975426,77.557967
REST_0533,Hungry Bites 533,Banashankari,Fast Food,32,4.9,0,13.023318,77.506164
REST_0534,Tasty Corner 534,Marathahalli,Chinese,31,3.8,0,13.019623,77.609145
REST_0535,Urban Palace 535,Electronic City,North Indian,25,4.7,0,12.906266,77.614544
REST_0536,Tasty Bowl 536,Rajajinagar,South Indian,17,3.4,0,13.011215,77.645187
REST_0537,Green Bowl 537,Jayanagar,Chinese,13,3.4,0,12.992533,77.550548
REST_0538,Golden Dhaba 538,Whitefield,North Indian,35,4.5,1,12.982328,77.628935
REST_0539,Urban Bites 539,HSR Layout,Fast Food,11,3.4,0,12.987089,77.690308
REST_0540,Golden Corner 540,Malleshwaram,South Indian,17,4.2,0,13.035018,77.563557
REST_0541,Desi Dhaba 541,Bellandur,Fast Food,30,4.2,0,12.984833,77.572899
REST_0542,Green Express 542,JP Nagar,North Indian,18,3.5,0,12.933229,77.647963
REST_0543,Urban Palace 543,Hebbal,Chinese,29,4.5,1,12.969427,77.571748
REST_0544,Quick Bowl 544,Banashankari,South Indian,13,4.3,0,12.912296,77.556123
REST_0545,Tasty Corner 545,Electronic City,Fast Food,31,4.8,0,12.91131,77.503726
REST_0546,Royal Dhaba 546,Bommanahalli,Thai,20,4.5,0,12.905498,77.552123
REST_0547,Quick Express 547,Basavanagudi,Biryani,20,3.4,0,13.015822,77.646645
REST_0548,Golden Grill 548,Banashankari,Street Food,24,3.2,0,12.95458,77.502118
REST_0549,Hungry Express 549,BTM Layout,Street Food,12,3.9,0,12.926872,77.689742
REST_0550,Quick Palace 550,Electronic City,North Indian,15,4.5,0,12.939654,77.546804
REST_0551,Tasty Palace 551,Jayanagar,Desserts,23,4.8,1,12.905986,77.629705
REST_0552,Tasty Hub 552,Whitefield,Fast Food,26,4.1,0,12.926077,77.630735
REST_0553,Hungry Bites 553,Malleshwaram,Street Food,16,3.8,0,13.036086,77.603274
REST_0554,Desi Grill 554,Malleshwaram,Continental,27,3.0,0,13.032305,77.58798
REST_0555,Spice Bowl 555,BTM Layout,Fast Food,14,3.3,0,12.923604,77.620404
REST_0556,Fresh Cafe 556,Whitefield,Biryani,31,3.2,0,13.001284,77.595804
REST_0557,Golden Cafe 557,MG Road,North Indian,15,3.1,0,12.986023,77.532226
REST_0558,Royal Dhaba 558,Bommanahalli,Chinese,9,3.3,0,13.038367,77.603328
REST_0559,Hungry Dhaba 559,Rajajinagar,North Indian,31,4.5,1,13.042088,77.543319
REST_0560,Quick Grill 560,Brigade Road,Chinese,15,4.7,1,13.019192,77.664091
REST_0561,Hungry Bowl 561,Marathahalli,Fast Food,13,4.4,0,12.951401,77.590694
REST_0562,Spice Corner 562,MG Road,Desserts,20,3.3,0,12.902484,77.604542
REST_0563,Green Express 563,Bommanahalli,Thai,11,3.4,0,13.035241,77.619963
REST_0564,Tasty Bites 564,Basavanagudi,South Indian,23,4.3,0,13.035298,77.607857
REST_0565,Green Bowl 565,Koramangala,Desserts,19,4.7,1,12.964343,77.687684
REST_0566,Green Palace 566,Sarjapur Road,Thai,33,4.5,1,13.004506,77.519543
REST_0567,Urban Grill 567,Electronic City,Italian,35,3.2,0,12.989744,77.608746
REST_0568,Fresh Kitchen 568,Yelahanka,North Indian,26,4.0,0,12.977964,77.575006
REST_0569,Desi Cafe 569,Jayanagar,Biryani,11,3.3,0,12.997736,77.550727
REST_0570,Green Dhaba 570,Basavanagudi,Biryani,27,3.6,0,13.002091,77.650994
REST_0571,Tasty Bowl 571,Hebbal,Continental,13,3.7,0,12.983237,77.550756
REST_0572,Hungry Palace 572,Banashankari,Desserts,31,3.3,0,13.029575,77.523817
REST_0573,Quick Express 573,BTM Layout,South Indian,14,4.0,0,13.017912,77.660171
REST_0574,Royal Express 574,Brigade Road,Desserts,28,3.0,0,12.913663,77.529066
REST_0575,Green Bites 575,Brigade Road,South Indian,16,3.4,0,12.912006,77.507551
REST_0576,Green Dhaba 576,Rajajinagar,Street Food,17,4.4,0,12.989621,77.689143
REST_0577,Quick Grill 577,Marathahalli,North Indian,14,4.7,1,12.977723,77.538949
REST_0578,Tasty Bowl 578,Brigade Road,Italian,27,3.3,0,12.905409,77.547851
REST_0579,Golden Bites 579,Koramangala,Fast Food,32,3.8,0,13.000449,77.58109
REST_0580,Tasty Kitchen 580,Jayanagar,South Indian,10,4.1,0,13.008921,77.611823
REST_0581,Desi Palace 581,MG Road,Fast Food,15,4.2,0,12.929179,77.685943
REST_0582,Royal Hub 582,MG Road,Chinese,21,4.0,0,12.983795,77.600634
REST_0583,Spice Bowl 583,JP Nagar,Fast Food,25,4.6,1,13.004129,77.693211
REST_0584,Quick Corner 584,MG Road,Biryani,32,3.9,0,12.969108,77.617365
REST_0585,Quick Bites 585,Koramangala,Fast Food,10,3.8,0,13.018298,77.544076
REST_0586,Desi Cafe 586,BTM Layout,Biryani,24,4.1,0,13.005123,77.55267
REST_0587,Spice Cafe 587,Banashankari,Biryani,10,4.1,0,12.926773,77.562775
REST_0588,Hungry Hub 588,Jayanagar,Chinese,31,4.4,0,13.036489,77.5998
REST_0589,Fresh Corner 589,Jayanagar,Fast Food,14,3.5,0,13.025241,77.667267
REST_0590,Golden Bites 590,Malleshwaram,South Indian,10,4.4,0,12.999514,77.622765
REST_0591,Royal Grill 591,Basavanagudi,Biryani,27,3.6,0,13.034718,77.676197
REST_0592,Urban Grill 592,MG Road,Chinese,32,4.8,0,12.933314,77.615333
REST_0593,Tasty Cafe 593,Indiranagar,Continental,25,3.1,0,12.952093,77.67208
REST_0594,Quick Bites 594,Marathahalli,Street Food,22,3.6,0,12.901263,77.634821
REST_0595,Hungry Bites 595,Rajajinagar,Biryani,19,4.2,0,12.938955,77.609713
REST_0596,Urban Grill 596,BTM Layout,Thai,18,3.7,0,12.974816,77.542106
REST_0597,Desi Cafe 597,Malleshwaram,Fast Food,22,3.4,0,12.919671,77.615179
REST_0598,Spice Hub 598,BTM Layout,Italian,25,3.9,0,12.957133,77.529169
REST_0599,Quick Kitchen 599,Electronic City,Chinese,21,4.0,0,13.049334,77.669878
REST_0600,Tasty Palace 600,Bommanahalli,Continental,17,3.5,0,13.028775,77.509542
REST_0601,Golden Kitchen 601,Whitefield,Italian,34,3.5,0,13.025846,77.51926
REST_0602,Urban Palace 602,JP Nagar,Biryani,25,4.1,0,13.021502,77.568828
REST_0603,Spice Palace 603,Hebbal,Thai,14,4.2,0,12.99748,77.607688
REST_0604,Desi Palace 604,Banashankari,Street Food,23,4.5,0,12.911761,77.622733
REST_0605,Golden Express 605,Bellandur,Biryani,21,4.3,0,12.985746,77.66978
REST_0606,Spice Express 606,HSR Layout,Biryani,15,3.6,0,12.997952,77.642087
REST_0607,Green Hub 607,Brigade Road,Continental,32,4.7,0,12.988038,77.693105
REST_0608,Golden Express 608,Hebbal,North Indian,12,4.5,1,13.041066,77.640139
REST_0609,Fresh Express 609,HSR Layout,Desserts,11,3.2,0,13.040519,77.594637
REST_0610,Royal Cafe 610,Indiranagar,Street Food,32,5.0,0,12.992715,77.516862
REST_0611,Urban Corner 611,Rajajinagar,Italian,31,3.6,0,12.993972,77.526255
REST_0612,Royal Kitchen 612,Marathahalli,Biryani,35,4.8,1,12.970079,77.67418
